,Title,Published_date,Views,Likes,Comments,Month
1278,KARMALAND - NOVEDADES Y A VOLAR!,2020-06-21,1963431,180088,2206,Jun
1279,KARMALAND - EL BARCO MAS RAPIDO,2020-06-20,405100,47443,1247,Jun
1280,THE LAST OF US 2 - PELIGROS Y MISTERIOS! #3,2020-06-20,2915596,269207,4366,Jun
1281,GTA V ROLEPLAY - CARRERAS ILEGALES,2020-06-19,654876,62743,3197,Jun
1282,THE LAST OF US 2 - COMIENZA LO BUENO! #2,2020-06-19,4746763,330291,7248,Jun
1283,THE LAST OF US 2 - COMIENZA NUEVA AVENTURA #1,2020-06-19,6549064,530179,14534,Jun
1284,GTA V ROLEPLAY - FABIAN CONOCE A AHMED #3,2020-06-18,486979,52938,1707,Jun
1285,KARMALAND - EL HOMBRE HORMIGA,2020-06-17,2173666,218446,2468,Jun
1286,GTA V ROLEPLAY - EXAMEN DE CONDUCIR (ValiantsRP Beta),2020-06-16,2059866,193850,3588,Jun
1287,GTA V ROLEPLAY - LA POLICIA DETIENE A FABIAN 👮‍♀️ #2,2020-06-15,899244,91942,2447,Jun
1288,KARMALAND  ¿LA MEJOR ARMADURA DE MINECRAFT?,2020-06-15,2038323,185342,1922,Jun
1289,GTA V ROLEPLAY - FABIAN Y SU HIJO CESAR #1,2020-06-14,1018742,117018,3627,Jun
1290,KARMALAND - ENTRAMOS AL PORTAL MAGICO!,2020-06-14,1776973,187944,2337,Jun
1291,MI PRIMERA VEZ EN GTA ROLEPLAY (ValiantsRP Beta),2020-06-13,3438145,333225,8929,Jun
1292,KARMALAND - NADIE ME QUERIA AYUDAR!,2020-06-12,1751712,203067,2054,Jun
1293,ASI SALVAMOS KARMALAND *EVENTO ESPECIAL*,2020-06-11,503006,57405,1607,Jun
1294,WARZONE: NUEVA TEMPORADA 4,2020-06-11,820253,77464,731,Jun
1295,KARMALAND - NUEVOS MODS Y PORTAL A...,2020-06-10,2261829,223128,2596,Jun
1296,WIGETTA EN WAR THUNDER,2020-06-09,1012899,104047,3643,Jun
1297,KARMALAND ¿TRIBU BUENA O MALA?,2020-06-09,369923,42990,1266,Jun
1298,KARMALAND - VUELTA A CASA + NUEVOS MODS,2020-06-08,2416143,258941,2662,Jun
1299,"PARKOUR TROLL IMPOSIBLE 99,9% EN ESPIRAL +100 NIEVLES *ARCO IRIS MINECRAFT*",2020-06-07,999921,124860,2079,Jun
1300,KARMALAND - EVENTO ESPECIAL ¿QUE PASARA AHORA?,2020-06-06,3243375,340112,4719,Jun
1301,"PARKOUR TROLL IMPOSIBLE 99,9% EN ESPIRAL (+100 NIEVLES) *BOB ESPONJA*",2020-06-05,1131785,165049,2942,Jun
1302,KARMALAND - 2 TONTOS Y 1 FUEGO (Mejores Momentos),2020-06-05,466585,52029,1368,Jun
1303,CAVERNICOLA EN MURDER MYSTERY,2020-06-04,918064,161406,2329,Jun
1304,KARMALAND - INCREIBLE VIAJE AL PASADO,2020-06-04,602711,59501,1556,Jun
1305,KARMALAND - SOLO ENTRE DINOSAURIOS! *CASA SECRETA*,2020-06-03,2000905,238684,2257,Jun
1306,EQUIPO ENTERO A PISTOLA   BREAKOUT  (Mejores Momentos),2020-06-02,561293,61437,2056,Jun
1307,MEGALODON! 🦈MANEATER 🦈*FINAL*,2020-06-02,1007294,122606,1060,Jun
1308,KARMALAND - TRIBU DE WILLY Y FARGAN!,2020-06-01,2407661,221043,3234,Jun
1309,KARMALAND - RUBIUS ME ENSEÑA SU LADO OSCURO,2020-05-31,846367,76731,2572,May
1310,SUPER MURDER MYSTERY *HEMOS VUELTO*,2020-05-31,1280020,224660,3514,May
1311,"PARKOUR ESPIRAL TROLL IMPOSIBLE 99,9% *CON PUÑETAZOS*",2020-05-30,1270541,164536,3304,May
1312,KARMALAND - HAN SECUESTRADO A KIRA 😿,2020-05-29,925502,79496,2358,May
1313,TIBURON BLANCO ANCIANO! 🦈 MANEATER 🦈,2020-05-29,1193726,150573,1536,May
1314,KARMALAND - UNGA UNGA!,2020-05-28,2843010,281393,3883,May
1315,"NUEVO *PARKOUR ESPIRAL* TROLL 99,9% IMPOSIBLE 😱 #1",2020-05-27,2279455,332069,6170,May
1316,KARMALAND  ¿CUANTOS RUBIUS HAY? (Mejores Momentos),2020-05-27,780682,75008,1871,May
1317,KARMALAND - CAMINANDO ENTRE DINOSAURIOS 🦖🦕,2020-05-26,3965921,377451,4765,May
1318,TIBURON COME PERSONAS 🦈MANEATER 🦈,2020-05-25,1796579,196148,2585,May
1319,KARMALAND - VIAJAMOS EN EL TIEMPO *EVENTO ESPECIAL*,2020-05-24,4818614,502581,5243,May
1320,KARMALAND - TRES TONTOS Y UNA VACA 🐮,2020-05-23,488526,54318,1457,May
1321,MINECRAFT DUNGEONS FINAL (WIGETTA),2020-05-23,899115,98104,781,May
1322,KARMALAND - COCHE EN UN AGUJERO NEGRO! (Mejores Momentos),2020-05-22,458242,45181,1068,May
1323,MINECRAFT DUNGEONS - NUEVA AVENTURA #1,2020-05-22,2357989,215517,2046,May
1324,KARMALAND - LOBO NOCTURNO EN EL APOCALIPSIS! (Mejores Momentos),2020-05-21,715467,84349,1779,May
1325,MANEATER - SOY UN TIBURON 🦈,2020-05-21,3081029,282894,3353,May
1326,KARMALAND - ¿MAQUINA DEL TIEMPO? #NoLoTiresPorLaBorda,2020-05-20,2586694,289388,4114,May
1327,KARMALAND Y EL MUTANTE MANGEL (Mejores Momentos),2020-05-19,896482,83057,2140,May
1328,NUEVA ACTUALIZACION WARZONE! *BUNKER SECRETO*,2020-05-19,998692,73299,621,May
1329,KARMALAND - LA MISION DE LOS DIOSES! 😺,2020-05-18,2508566,339513,3163,May
1330,KARMALAND - CONFESAMOS QUE HEMOS HECHO.... (Mejores Momentos),2020-05-17,1065472,96579,2004,May
1331,EL EQUIPO OSO VICTORIOSO - WARZONE! 🐻,2020-05-17,719494,70889,495,May
1332,KARMALAND - LOS DIOSES HAN PREPARADO ESTO... 🥰😻,2020-05-16,2788565,326355,3967,May
1333,MINECRAFT 2 *NUEVOS* MAPAS NVIDIA RTX,2020-05-15,1747140,180779,7367,May
1334,🐻 OSOGETTA HA VUELTO 🐻 WARZONE ¿VICTORIAS? 🏆,2020-05-15,814890,66304,554,May
1335,"EL FINAL - PARKOUR IMPOSIBLE 99,9% TROLL (+100 NIVELES)",2020-05-14,1588830,289583,4351,May
1336,KARMALAND - WILLYREX ME ENSEÑA SU SECRETO Y ...,2020-05-14,625705,63843,1840,May
1337,KARMALAND - EL CONTRATO DE RUBIUS Y WILLYREX,2020-05-13,670579,71101,1805,May
1338,OSO NOCTURNO EN WARZONE 🐻,2020-05-13,1127451,82089,653,May
1339,KARMALAND - SEGUN MIS CÁLCULOS...,2020-05-12,2916495,305183,3735,May
1340,KARMALAND - ¿WILLYREX CULPABLE? (Mejores Momentos),2020-05-11,493827,52881,1835,May
1341,WARZONE - 0% ENFADOS! 100% RISAS! *PILOTO DE ORO*,2020-05-11,833665,81979,551,May
1342,KARMALAND - CIENTIFICOS LOCOS!,2020-05-10,2766145,303493,3139,May
1343,KARMALAND - EL MOMENTO MAS TRISTE... BRAYAN...,2020-05-09,666799,66397,3367,May
1344,WARZONE 🥇 LOS CHICOS DE ORO! 🥇,2020-05-09,717264,67612,466,May
1345,KARMALAND - 🔮 INVESTIGAMOS EL AGUJERO NEGRO! 🔮,2020-05-08,3416655,400100,3631,May
1346,KARMALAND - RUBIUS TONTO Y VEGETTA TONTO HACEN UNA CASA...,2020-05-07,878402,83856,2879,May
1347,WARZONE - CANCIONES PARA GANAR! 🎵,2020-05-07,759564,74241,569,May
1348,KARMALAND - IMPACTA EL METEORITO! (Evento Especial),2020-05-06,6164385,713195,8609,May
1349,KARMALAND - NUESTRO HIJO BRAYAN DOBLUQUE (Mejores Momentos),2020-05-05,626950,67425,2059,May
1350,WARZONE - ¿BUNKER SECRETO? TEORIAS Y VICTORIAS!,2020-05-05,1179266,91641,536,May
1351,KARMALAND - ¿CUANDO CAE EL METEORITO?,2020-05-04,3209911,367539,6617,May
1352,"PARKOUR IMPOSIBLE 99,9% TROLL ( +100 NIVELES) *ALGO VA MAL*",2020-05-03,1194967,202293,3184,May
1353,KARMALAND - TERMINAMOS EL BUNKER *SECRETO BAJO EL AGUA*,2020-05-02,3307071,307950,7712,May
1354,KARMALAND - FIESTA EN MI CASA...,2020-05-01,771063,76295,3452,May
1355,WARZONE - EL VAQUERO FRANCOTIRADOR! ¿MAS VICTORIAS? 🏆,2020-05-01,705166,71130,513,May
1356,KARMALAND - ASI SERA NUESTRO BUNKER! #Yomequedoenmibunker,2020-04-30,3965128,383946,4485,Apr
1357,KARMALAND - LOLITO HA VUELTO! (Mejores Momentos),2020-04-29,589848,59032,1621,Apr
1358,WARZONE *NUEVA* ACTUALIZACION!!! ¿VICTORIAS? 🏆,2020-04-29,801287,75487,507,Apr
1359,KARMALAND - ¿ES EL FINAL? 🤯,2020-04-28,3925360,426951,4281,Apr
1360,KARMALAND - WILLY vs TIBURONES (Mejores Momentos),2020-04-27,717547,63802,1286,Apr
1361,WARZONE - BUSCANDO A VEGETTA777 👀,2020-04-27,697219,70992,585,Apr
1362,KARMALAND - ¿QUE SIGNIFICA EL METEORITO? 🧐,2020-04-26,2941707,333271,4069,Apr
1363,KARMALAND   MI HIJO CALVO (Mejores Momentos),2020-04-25,763348,77061,1691,Apr
1364,WARZONE - Stream Sniping (Gratis ),2020-04-25,705483,62562,496,Apr
1365,KARMALAND - PLANTA CARNIVORA vs LOBO NOCTURNO (Mejores Momentos),2020-04-24,786048,78586,1502,Apr
1366,"PREDATOR: HUNTING GROUNDS en PS4 (Lolito vs Willy,Angel,Fargan y Vegetta777)",2020-04-24,4685733,265568,2728,Apr
1367,KARMALAND - APARECE EL PADRE DE WILLY (Mejores Momentos),2020-04-23,818773,82289,1584,Apr
1368,WARZONE - ANTONIO BANDERAS JUEGA ASI...,2020-04-23,643609,70237,320,Apr
1369,KARMALAND ¿QUIEN SERA EL NUEVO ALCALDE? *EVENTO ESPECIAL*,2020-04-22,2701361,298634,4040,Apr
1370,KARMALAND   HORMIGAS GIGANTES! (Mejores Momentos),2020-04-21,884880,80981,1790,Apr
1371,HEARTHSTONE - LA CARTA DEFINITIVA! *JUEGO GRATIS*,2020-04-21,174831,24538,941,Apr
1372,KARMALAND - LA NUEVA CASA DE RUBIUS (ILEGAL),2020-04-20,3592615,217727,4168,Apr
1373,WARZONE - SOMOS AVES DE PRESA!,2020-04-20,722257,70679,474,Apr
1374,KARMALAND - PASION DE GAVILANES con Rubius  (Mejores momentos),2020-04-19,1076634,101253,1820,Apr
1375,HEARTHSTONE *JUEGO GRATIS* (NUEVA EXPANSION! NUEVAS CARTAS),2020-04-19,289355,37399,1170,Apr
1376,KARMALAND ¿QUIEN HA HECHO ESTO? 😡,2020-04-18,2466010,242059,2537,Apr
1377,"PARKOUR IMPOSIBLE 99,9% TROLL *EN LAS NUBES* (+100 NIVELES)",2020-04-17,1265119,193991,2746,Apr
1378,WARZONE - 🏆 FRANCOTIRADORES vs EL MUNDO! *OJITO* 🏆,2020-04-17,840724,66983,328,Apr
1379,MINECRAFT con NVIDIA RTX *INCREIBLE* 🤯,2020-04-16,2221913,245378,2559,Apr
1380,KARMALAND   ¿QUE OCULTA RUBIUS BAJO SU CASA?,2020-04-15,1806037,136940,2740,Apr
1381,WARZONE *NUEVO MODO* (5 VICTORIAS),2020-04-15,1339962,86109,467,Apr
1382,KARMALAND - MI NUEVO REGALO Y MI MANSION!!,2020-04-14,3246719,382775,3291,Apr
1383,"OH CAPITAN,MI CAPITAN! (Vegetta, Willyrex y Fargan)",2020-04-14,538193,54733,1240,Apr
1384,KARMALAND - ME PONGO MUY NERVIOSO! (Mejores Momentos),2020-04-13,852856,109775,1955,Apr
1385,WARZONE - EQUIPO HELICÓPTERO ¿DIA DE VICTORIAS? 🏆,2020-04-13,1064939,73492,351,Apr
1386,KARMALAND - MI CUMPLEAÑOS ¿LOBO NOCTURNO? 🐺,2020-04-12,3420989,421846,5510,Apr
1387,KARMALAND - REGALO A MIS HIJOS *CIGUEÑETA*,2020-04-11,646464,57727,2138,Apr
1388,WARZONE - VUELVE 3 vs 3 ¿NUEVAS VICTORIAS EN TEMPORADA 3?,2020-04-11,692944,63831,591,Apr
1389,PLANET ZOO - WIGETTA EN EL *NUEVO DLC*,2020-04-10,784708,112709,7027,Apr
1390,KARMALAND - LA BODA DE LUZU,2020-04-10,2548144,261093,2780,Apr
1391,KARMALAND - CLONACION DE BEBES (Mejores Momentos),2020-04-09,1089325,93391,1722,Apr
1392,WARZONE - 4 vs 4 ¿CONSEGUIREMOS VICTORIAS? *TEMPORADA 3*,2020-04-09,737124,60224,495,Apr
1393,KARMALAND - CONOZCO A UNO DE MIS HIJOS! 😭,2020-04-08,2737826,292933,3431,Apr
1394,WARZONE *NUEVA* TEMPORADA 3 (SEASON THREE MODERN WARFARE),2020-04-08,604514,53950,507,Apr
1395,KARMALAND - DESAPARECEN CHOCOBOS MISTERIOSAMENTE,2020-04-07,759697,77057,1538,Apr
1396,RESIDENT EVIL 3 REMAKE ¿EL FINAL DE NEMESIS?,2020-04-07,1664366,197439,1630,Apr
1397,KARMALAND - ¿RUBIUS ES DE LA HERMANDAD OSCURA?,2020-04-06,2845333,178777,3435,Apr
1398,WARZONE - 4 VICTORIAS EN DIRECTO 🤠,2020-04-06,877113,77073,457,Apr
1399,KARMALAND - VOLAMOS POR KARMALAND!,2020-04-05,2114569,261691,2348,Apr
1400,RESIDENT EVIL 3 REMAKE - VEGETTA777 vs NEMESIS,2020-04-05,1978438,215445,1844,Apr
1401,"PARKOUR IMPOSIBLE 99,9% TROLL IMPOSIBLE (+100 NIVELES) *DE LUCES*",2020-04-04,1524592,240293,4210,Apr
1402,WARZONE - LOS VAQUEROS FRANCOTIRADORES! ¿VICTORIAS?🏆,2020-04-04,708166,58551,333,Apr
1403,MISBITS 100% GRATIS!!!! *Descargar en la descripción*,2020-04-04,344762,38284,315,Apr
1404,RESIDENT EVIL 3 REMAKE (JUEGO COMPLETO) *YA DISPONIBLE* #1,2020-04-03,3704262,279694,3696,Apr
1405,WARZONE - VAQUEROS A POR VICTORIAS 🤠,2020-04-03,649402,66111,261,Apr
1406,KARMALAND - NACEN MIS 7 HIJOS!,2020-04-02,3221841,322854,4185,Apr
1407,ME GASTO 100.000 MONEDAS EN MINECRAFT!,2020-04-02,1014902,126844,1427,Apr
1408,KARMALAND - RUBIUS CAE EN NUESTRA TRAMPA SECRETA!,2020-04-01,2077074,148569,2046,Apr
1409,"WARZONE  *WILLY, CAROL Y VEGETTA* CONSIGUIENDO VICTORIAS!",2020-04-01,684554,64294,587,Apr
1410,KARMALAND - *NUEVA* GRANJA DE CHOCOBOS!,2020-03-31,2294320,229632,2339,Mar
1411,KARMALAND - TRAMPAS CON DOBLAS (El mono),2020-03-30,783177,83416,2328,Mar
1412,WARZONE 🏆🔥 ¿CONSEGUIREMOS VICTORIAS? 🔥🏆,2020-03-30,706568,58176,461,Mar
1413,KARMALAND - CAZANDO A MI MONO DOBLAS (Mejores Momentos),2020-03-29,571934,57528,1466,Mar
1414,WARZONE - VICTORIA (+30 KILLS) EN EQUIPO! AU AU AU! 🏆,2020-03-29,1373132,80250,1305,Mar
1415,KARMALAND - MI PRIMER CHOCOBO,2020-03-29,2680945,230067,3519,Mar
1416,EL ESCONDITE SECRETO DEL *NIÑO INOCENTE*,2020-03-28,922153,154162,1665,Mar
1417,WARZONE 🏆 ¿NUEVAS ARMAS Y VICTORIAS? 🏆 #1,2020-03-28,490035,47008,587,Mar
1418,"PARKOUR IMPOSIBLE 99,9% TROLL BAJO EL AGUA CON TNT! (+100 NIVELES)",2020-03-27,1247911,179770,2375,Mar
1419,KARMALAND - GUSANO GIGANTE! (Mejores Momentos),2020-03-27,833929,80736,1839,Mar
1420,WARZONE *NUEVA ACTUALIZACION* (YA DISPONIBLE),2020-03-27,504683,46519,487,Mar
1421,"KARMALAND - RUBIUS, LOLITO Y VEGETTA EN UN *COMBATE ILEGAL* (Mejores Momentos)",2020-03-26,706323,68911,1533,Mar
1422,WARZONE - NOVEDADES *NUEVA ACTUALIZACION* LOS REYES DEL GULAG!,2020-03-26,619832,56181,368,Mar
1423,KARMALAND - ENSEÑAMOS TRAMPAS *SECRETAS* A RUBIUS,2020-03-25,2565776,225659,2259,Mar
1424,EL HEROE QUE NECESITAN!  *MINECRAFT*,2020-03-25,711005,81538,1558,Mar
1425,KARMALAND - NOS COLAMOS EN *CASA DE RUBIUS* Y DESCUBRIMOS... ILEGALIDADES!,2020-03-24,2033853,140332,2232,Mar
1426,WARZONE *NUEVA* MEJOR CLASE Y ¿VICTORIAS?,2020-03-24,494107,45604,246,Mar
1427,KARMALAND - NUEVAS TRAMPAS SECRETAS!,2020-03-23,2562092,243236,2220,Mar
1428,WIGETTA EN MISBITS *SOLO VICTORIAS* (YA DISPONIBLE),2020-03-23,528029,50766,233,Mar
1429,BUNKER DE *CUARENTENA DE MINECRAFT* EN: 10 Segundos 1 Minuto 5 Minutos,2020-03-22,1412956,199183,2064,Mar
1430,🏆 WARZONE *INCREIBLE VICTORIA* con WILLY Y SU HERMANA 🏆,2020-03-22,1373547,103631,1738,Mar
1431,KARMALAND - EN BUSCA DE CHOCOBOS Y ANIMALES!,2020-03-21,2129684,215567,2522,Mar
1432,WARZONE - LOS REYES DEL GULAG 🏆 ¿VICTORIAS? 🏆,2020-03-21,796474,72931,285,Mar
1433,RESIDENT EVIL 3 REMAKE - LUCHAMOS CONTRA NEMESIS *DEMO GRATIS*,2020-03-20,1178318,155610,3767,Mar
1434,"PARKOUR 99,9% IMPOSIBLE DE *ARENAS MOVEDIZAS* +100 NIVELES",2020-03-20,1260334,193476,2495,Mar
1435,KARMALAND - EN BUSCA DE ANIMALES! (LOS CAZADORES),2020-03-20,2834123,237202,1949,Mar
1436,WARZONE ¿CUAL ES LA MEJOR CLASE Y ARMAS? DIA DE VICTORIAS! 🏆,2020-03-19,864376,64520,300,Mar
1437,KARMALAND - RUBIUS CONOCE A LOBO NOCTURNO,2020-03-18,1660831,127242,2359,Mar
1438,DOOM ETERNAL - COMIENZA LA AVENTURA #1,2020-03-18,1768252,140523,2120,Mar
1439,"PARKOUR 99,9% IMPOSIBLE *ELITROS SOBRE LAVA*  +100 NIVELES",2020-03-17,1295245,192253,2715,Mar
1440,NUEVO *WARZONE BATTLE ROYALE* ¿CONSEGUIREMOS VICTORIAS? (GRATIS 100%),2020-03-17,856949,69938,341,Mar
1441,KARMALAND - PROBANDO NUEVO MOD! ¿PODRE HACER DIRECTO?,2020-03-17,3366439,222586,2948,Mar
1442,KARMALAND - EXPLOTAMOS LA CASA DE AURONPLAY (MEJORES MOMENTOS),2020-03-16,1213942,104220,2290,Mar
1443,WARZONE *BATTLE ROYALE* A POR NIVEL 155 + VICTORIAS! (GRATIS 100%),2020-03-16,736644,57624,765,Mar
1444,KARMALAND - *VIDEO COMPLETO* VIERNES 13 (EDITADO),2020-03-15,933408,84078,1962,Mar
1445,KARMALAND - EVENTO ESPECIAL VIERNES 13 (EL SABADO 14) #YoMeQuedoEnCasa,2020-03-14,2679720,198860,2227,Mar
1446,KARMALAND - VAN A PAGAR POR ESTO! 😡 (MEJORES MOMENTOS),2020-03-13,788063,84678,2460,Mar
1447,WARZONE *NUEVO BATTLE ROYALE* ¿CONSEGUIREMOS VICTORIAS? 🏆,2020-03-13,1044595,66131,403,Mar
1448,"¿EPISODIO FINAL? PARKOUR TROLL 99,9% IMPOSIBLE +100 NIVELES!",2020-03-12,1329278,187897,4350,Mar
1449,ROLLER CHAMPIONS *YA DISPONIBLE* (con Mangel y Alexby),2020-03-12,1625991,102888,968,Mar
1450,KARMALAND - UNA SORPRESA ESPECIAL Y SUPER PODERES!,2020-03-11,1844047,189032,1833,Mar
1451,*NUEVO* MODO WARZONE EN MODERN WARFARE! (GRATIS 100%),2020-03-11,1249322,62008,606,Mar
1452,"PAKOUR 99,9% IMPOSIBLE! +100 NIVELES! TROLL *LOCURA MAXIMA* 🤪",2020-03-10,1214526,160023,1767,Mar
1453,KARMALAND - CANTANDO CON LOBO NOCTURNO,2020-03-10,628993,63842,1398,Mar
1454,KARMALAND - NOS VAMOS DE BODA + SORPRESA!,2020-03-09,2469863,199002,3077,Mar
1455,KARMALAND - WILLY Y YO *ADOPTAMOS UN BEBE* (MEJORES MOMENTOS),2020-03-08,453243,47098,1290,Mar
1456,DIA DE SUSTOS! *Nadie se lo esperaba* VEGETTA777,2020-03-08,959951,143345,1944,Mar
1457,"CASA DE *KARMALAND 1* EN: 10 Segundos, 1 Minuto y 5 minutos",2020-03-07,1553642,199831,4996,Mar
1458,SUPER GRAFICOS Y ¿NUEVOS MAPAS? *JUEGO GRATIS*,2020-03-07,506912,51289,1017,Mar
1459,KARMALAND - MI MASCOTA SECRETA ¿ILEGAL?,2020-03-06,2219163,220632,4656,Mar
1460,WIGETTA EN MISBITS *JUEGO NUEVO* (YA DISPONIBLE),2020-03-06,680433,67071,351,Mar
1461,PARKOUR 99% IMPOSIBLE TROLL CON *SERPIENTES MORADAS* (+100 niveles!),2020-03-05,1283020,172662,1474,Mar
1462,KARMALAND - EL COLECCIONISTA DE ALDEANOS,2020-03-05,560142,54719,1427,Mar
1463,KARMALAND - LA MANSION MEJORA!,2020-03-05,2467095,205891,1666,Mar
1464,FORTNITE - Noobs PROBANDO *MINAS* ¿CONSEGUIREMOS VICTORIAS MAGRISTALES?,2020-03-04,2415227,143693,1805,Mar
1465,"KARMALAND - WILLY, LOLITO Y VEGETTA EN BUSCA DEL AMOR! (MEJORES MOMENTOS)",2020-03-03,552864,53907,1637,Mar
1466,MODERN WARFARE 0% ENFADOS 100% RISAS!  ¿CONSEGUIREMOS GANAR UN TORNEO?,2020-03-03,484804,42189,217,Mar
1467,KARMALAND! - PRESENTO A *MI HIJA ADOPTADA* A MI PROMETIDA!,2020-03-03,2158246,203618,2691,Mar
1468,KARMALAND - MI NOVIA ANCIANA 👵 *EX MUJER DE MERLON*,2020-03-02,517510,53746,2522,Mar
1469,KARMALAND - ¿QUIERES CASARTE CONMIGO? 💍,2020-03-01,2012652,240529,9483,Mar
1470,CACTUS *PARKOUR TROLL* 99% IMPOSIBLE + 100 NIVELES,2020-03-01,1304003,159878,1856,Mar
1471,MANSION DE KARMALAND EN: 10 Segundos 1 Minuto Y 10 Minutos,2020-02-29,1456852,206167,2797,Feb
1472,KARMALAND - HUEVO DE DRAGON FALSO! *MEJORES MOMENTOS*,2020-02-29,838154,89458,5233,Feb
1473,KARMALAND - INVOCAMOS A MANGEL Y SALE BIEN,2020-02-28,2041274,253223,5722,Feb
1474,TODOS SOMOS VEGETTA777 + JUEGO GRATIS!,2020-02-28,1138954,123848,3164,Feb
1475,KARMALAND - LOBO NOCTURNO AYUDA A *RUBIUS EN LA CARCEL*,2020-02-27,3003312,181952,9110,Feb
1476,FORTNITE - NOOBS EN LOS LUGARES *MAS PELIGROSOS* ¿SOBREVIVIREMOS?,2020-02-27,2321235,150622,1982,Feb
1477,KARMALAND - 💎SOY RICO💎 ¿QUIEN HA EXPLOTADO MI CASA? 💥,2020-02-27,2410456,223765,3288,Feb
1478,EL PARKOUR DE LOS CALVOS *100% IMPOSIBLE TROLL* ( +100 NIVELES Vegetta777),2020-02-26,1071550,166089,1798,Feb
1479,KARMALAND - EL EVENTO MAS EPICO! (MEJORES MOMENTOS),2020-02-25,574793,55081,1324,Feb
1480,MINECRAFT - EL GRAN FLECHAZO!,2020-02-25,1310103,150881,1497,Feb
1481,KARMALAND - MERCADO DE ALDEANOS EN LA MANSION!,2020-02-25,2124368,196738,1893,Feb
1482,FORTNITE - AGENTE BANANA! *Noobs en Fortnite* ¿PRIMERA VICTORIA?,2020-02-24,1929797,144815,1377,Feb
1483,KARMALAND - ABOGADO VEGETTA777 (MEJORES MOMENTOS),2020-02-23,1294440,100249,1708,Feb
1484,EL HEROE DE MINECRAFT,2020-02-23,780631,105775,1825,Feb
1485,KARMALAND - MI NOVIA ANCIANA CONOCE A WILLY,2020-02-22,1921312,154184,2884,Feb
1486,GANAMOS TORNEO DE MODERN WARFARE #1 EN DIRECTO! 🏆,2020-02-22,513507,51344,175,Feb
1487,KARMALAND - AURON LOLITO Y FARGAN ME INTENTAN SOBORNAR (MEJORES MOMENTOS),2020-02-21,1562598,112490,1738,Feb
1488,PUBG - PROBAMOS *NUEVO MODO DE JUEGO* ¿VICTORIAS? 🏆,2020-02-21,725202,68175,471,Feb
1489,KARMALAND - ¿QUE HAREMOS HOY? SECRETO!,2020-02-21,2122424,209604,2127,Feb
1490,FORTNITE - NUEVA TEMPORADA 2 (CAPITULO 2) *Noobs en Fortnite* ¿VICTORIAS? 🏆,2020-02-20,4121089,200559,2482,Feb
1491,KARMALAND - 🐺 EL PRIMER BESO DE LOBO NOCTURNO 💋 (MEJORES MOMENTOS),2020-02-19,2113233,165003,1910,Feb
1492,EL BARCO DEL CULPABLE EN MINECRAFT,2020-02-19,753766,80621,1218,Feb
1493,KARMALAND - ¿HOY TENDREMOS LA MEJOR CITA? ¿HIJOS?,2020-02-18,2209420,203527,1385,Feb
1494,HOY 0% ENFADOS 100% FELICIDAD EN MODERN WARFARE,2020-02-18,502331,41573,182,Feb
1495,KARMALAND - CITA CON RUBIUS AKIRA Y NIEVES,2020-02-17,3141641,307576,6747,Feb
1496,KARMALAND - LA SIRENA DE LOLITO ME ENAMORA (MEJORES MOMENTOS),2020-02-17,821592,96145,1321,Feb
1497,KARMALAND - MI PRIMERA CITA CON... ❤️AKIRA❤️,2020-02-16,2075673,254572,2841,Feb
1498,KARMALAND - DESCUBRIMOS TODO LO ILEGAL DE RUBIUS (MEJORES MOMENTOS),2020-02-15,1601618,114207,1901,Feb
1499,"PARKOUR IMPOSIBLE 99,9% TROLL CON INUNDACION! +100 NIVELES!",2020-02-15,1189693,163551,1583,Feb
1500,KARMALAND - ❤️ EVENTO ESPECIAL SAN VALENTIN ❤️,2020-02-14,3564833,313515,2941,Feb
1501,KARMALAND - FIESTA SECRETA DE RUBEN! *REGALO INESPERADO*,2020-02-14,3353922,312621,3626,Feb
1502,NOOBS EN *PLAYERUNKNOWN'S BATTLEGROUNDS* ¿CONSEGUIREMOS GANAR?,2020-02-13,945603,91955,537,Feb
1503,KARMALAND - EL SECUESTRO DEL SOBRINO DE LOLITO (MEJORES MOMENTOS),2020-02-12,1218955,90194,1216,Feb
1504,NUEVOS MAPAS + NUEVA TEMPORADA + NUEVAS ARMAS - MODERN WARFARE,2020-02-12,519271,45152,176,Feb
1505,KARMALAND - ME HAN INUNDADO LA CASA + JUICIO!,2020-02-12,3109871,251087,2766,Feb
1506,KARMALAND - ANIMALES ILEGALES Y LA CASA DE AURON (MEJORES MOMENTOS),2020-02-11,1002054,71783,1070,Feb
1507,KARMALAND - ¿ESTE ES NUESTRO ALCALDE? (MEJORES MOMENTOS),2020-02-10,725638,65447,1417,Feb
1508,PUBG - NUEVA TEMPORADA + NUEVOS VEHICULOS! (100% SALE MAL),2020-02-10,1211292,113004,812,Feb
1509,KARMALAND - BUSCANDO METEORITOS,2020-02-10,2969997,292891,4168,Feb
1510,DRAGON BALL Z: KAKAROT - EPISODIO FINAL!,2020-02-09,1252392,91798,782,Feb
1511,KARMALAND - RUBIUS ME QUITA LOS PANTALONES! (MEJORES MOMENTOS),2020-02-08,1760686,136764,3002,Feb
1512,CAPITAN VEGETTA! - World of Warships (Con WILLY y FARGAN),2020-02-08,512866,51541,1121,Feb
1513,KARMALAND - ILEGALISIMO!,2020-02-08,2687523,282404,2365,Feb
